station,station_type,rain_condition,year,month,day,PM2.5,NO2,RAIN
Aotizhongxin,Urban,No Rain,2013,8,8,28.083333333333332,58.331199999999995,0.0
Aotizhongxin,Urban,No Rain,2013,8,9,34.875,54.49050416666666,0.0
Aotizhongxin,Urban,No Rain,2013,8,10,92.33333333333333,53.83175833333333,0.0
Aotizhongxin,Urban,No Rain,2013,8,11,131.88235294117646,52.524035294117645,0.017647058823529415
Aotizhongxin,Urban,No Rain,2013,8,12,49.0,40.160572916666666,0.0
Aotizhongxin,Urban,No Rain,2013,8,13,87.16666666666667,54.041666666666664,0.0
Aotizhongxin,Urban,No Rain,2013,8,14,67.45833333333333,74.95833333333333,0.0
Aotizhongxin,Urban,No Rain,2013,8,15,121.33333333333333,61.375,0.0
Aotizhongxin,Urban,No Rain,2013,8,16,123.95652173913044,65.17391304347827,0.0
Aotizhongxin,Urban,No Rain,2013,8,17,43.541666666666664,47.833333333333336,0.0
Aotizhongxin,Urban,No Rain,2013,8,18,12.625,39.166666666666664,0.0
Aotizhongxin,Urban,No Rain,2013,8,19,20.583333333333332,60.25,0.0
Aotizhongxin,Urban,No Rain,2013,8,20,91.94444444444444,69.0,0.0
Aotizhongxin,Urban,No Rain,2013,8,21,106.83333333333333,54.833333333333336,0.004166666666666667
Aotizhongxin,Urban,No Rain,2013,8,22,116.85416666666667,102.83333333333333,0.008333333333333333
Aotizhongxin,Urban,No Rain,2013,8,23,57.541666666666664,69.375,0.0
Aotizhongxin,Urban,No Rain,2013,8,24,33.5,72.95833333333333,0.0
Aotizhongxin,Urban,No Rain,2013,8,25,36.583333333333336,67.33333333333333,0.0
Aotizhongxin,Urban,No Rain,2013,8,26,52.125,64.125,0.0
Aotizhongxin,Urban,No Rain,2013,8,27,60.21739130434783,65.17391304347827,0.013043478260869568
Aotizhongxin,Urban,No Rain,2013,8,28,69.11111111111111,56.89181286549707,0.011111111111111112
Aotizhongxin,Urban,No Rain,2013,8,29,28.041666666666668,29.37280701754386,0.0
Aotizhongxin,Urban,No Rain,2013,8,30,8.625,31.791666666666668,0.0
Aotizhongxin,Urban,No Rain,2013,8,31,16.208333333333332,43.708333333333336,0.0
Aotizhongxin,Urban,No Rain,2013,9,1,42.166666666666664,50.458333333333336,0.0
Aotizhongxin,Urban,No Rain,2013,9,2,47.833333333333336,51.416666666666664,0.0
Aotizhongxin,Urban,No Rain,2013,9,3,94.5,55.791666666666664,0.0
Aotizhongxin,Urban,No Rain,2013,9,4,66.66666666666667,51.46666666666667,0.013333333333333334
Aotizhongxin,Urban,No Rain,2013,9,5,19.7,38.1,0.005
Aotizhongxin,Urban,No Rain,2013,9,6,65.30434782608695,53.69565217391305,0.004347826086956522
Aotizhongxin,Urban,No Rain,2013,9,7,72.20833333333333,64.70833333333333,0.0
Aotizhongxin,Urban,No Rain,2013,9,8,80.0,65.86363636363636,0.004545454545454546
Aotizhongxin,Urban,No Rain,2013,9,9,75.04347826086956,53.47826086956522,0.0
Aotizhongxin,Urban,No Rain,2013,9,10,52.75,57.666666666666664,0.0
Aotizhongxin,Urban,No Rain,2013,9,11,58.0,63.5,0.0
Aotizhongxin,Urban,No Rain,2013,9,12,145.7391304347826,109.52173913043478,0.004347826086956522
Aotizhongxin,Urban,No Rain,2013,9,13,80.3913043478261,63.47826086956522,0.004347826086956522
Aotizhongxin,Urban,No Rain,2013,9,14,51.375,52.5625,0.004166666666666667
Aotizhongxin,Urban,No Rain,2013,9,15,20.666666666666668,56.208333333333336,0.0
Aotizhongxin,Urban,No Rain,2013,9,16,46.583333333333336,66.45833333333333,0.0
Aotizhongxin,Urban,No Rain,2013,9,17,82.3,77.95,0.01
Aotizhongxin,Urban,No Rain,2013,9,18,103.94736842105263,64.36842105263158,0.005263157894736842
Aotizhongxin,Urban,No Rain,2013,9,19,105.82608695652173,54.82608695652174,0.008695652173913044
Aotizhongxin,Urban,No Rain,2013,9,20,51.875,54.0,0.0
Aotizhongxin,Urban,No Rain,2013,9,21,38.708333333333336,53.0,0.0
Aotizhongxin,Urban,No Rain,2013,9,22,77.04166666666667,86.25,0.0
Aotizhongxin,Urban,No Rain,2013,9,23,26.294117647058822,38.1764705882353,0.017647058823529415
Aotizhongxin,Urban,No Rain,2013,9,24,10.458333333333334,39.875,0.0
Aotizhongxin,Urban,No Rain,2013,9,25,11.625,50.041666666666664,0.0
Aotizhongxin,Urban,No Rain,2013,9,26,42.5,73.125,0.0
Aotizhongxin,Urban,No Rain,2013,9,27,161.75,102.625,0.0
Aotizhongxin,Urban,No Rain,2013,9,28,241.08333333333334,85.83461249999999,0.0
Aotizhongxin,Urban,No Rain,2013,9,29,225.1875,97.58333333333333,0.0
Aotizhongxin,Urban,No Rain,2013,9,30,153.54166666666666,91.66666666666667,0.0
Aotizhongxin,Urban,No Rain,2013,10,1,68.11111111111111,60.55555555555556,0.005555555555555556
Aotizhongxin,Urban,No Rain,2013,10,2,15.541666666666666,38.958333333333336,0.0
Aotizhongxin,Urban,No Rain,2013,10,3,57.291666666666664,62.541666666666664,0.0
Aotizhongxin,Urban,No Rain,2013,10,4,139.45833333333334,92.29166666666667,0.0
Aotizhongxin,Urban,No Rain,2013,10,5,281.4166666666667,112.83333333333333,0.0
Aotizhongxin,Urban,No Rain,2013,10,6,226.25,99.04166666666667,0.0
Aotizhongxin,Urban,No Rain,2013,10,7,78.25,60.25,0.0
Aotizhongxin,Urban,No Rain,2013,10,8,58.125,56.833333333333336,0.0
Aotizhongxin,Urban,No Rain,2013,10,9,141.5,95.125,0.0
Aotizhongxin,Urban,No Rain,2013,10,10,76.375,41.125,0.0
Aotizhongxin,Urban,No Rain,2013,10,11,48.416666666666664,73.29166666666667,0.0
Aotizhongxin,Urban,No Rain,2013,10,12,64.75,81.83333333333333,0.0
Aotizhongxin,Urban,No Rain,2013,10,13,46.708333333333336,63.541666666666664,0.0
Aotizhongxin,Urban,No Rain,2013,10,14,31.333333333333332,48.083333333333336,0.0
Aotizhongxin,Urban,No Rain,2013,10,15,15.541666666666666,50.416666666666664,0.0
Aotizhongxin,Urban,No Rain,2013,10,16,49.625,68.25,0.0
Aotizhongxin,Urban,No Rain,2013,10,17,132.66666666666666,94.83333333333333,0.0
Aotizhongxin,Urban,No Rain,2013,10,18,225.58333333333334,126.16666666666667,0.0
Aotizhongxin,Urban,No Rain,2013,10,19,68.375,48.208333333333336,0.0
Aotizhongxin,Urban,No Rain,2013,10,20,24.916666666666668,56.080058333333334,0.0
Aotizhongxin,Urban,No Rain,2013,10,21,84.04166666666667,86.574525,0.0
Aotizhongxin,Urban,No Rain,2013,10,22,132.69565217391303,95.30755217391304,0.004347826086956522
Aotizhongxin,Urban,No Rain,2013,10,23,26.208333333333332,44.041666666666664,0.0
Aotizhongxin,Urban,No Rain,2013,10,24,18.625,26.0,0.0
Aotizhongxin,Urban,No Rain,2013,10,25,40.666666666666664,58.125,0.0
Aotizhongxin,Urban,No Rain,2013,10,26,59.666666666666664,72.27083333333333,0.0
Aotizhongxin,Urban,No Rain,2013,10,27,185.29166666666666,122.45833333333333,0.0
Aotizhongxin,Urban,No Rain,2013,10,28,284.0833333333333,118.5,0.0
Aotizhongxin,Urban,No Rain,2013,10,29,36.875,46.166666666666664,0.0
Aotizhongxin,Urban,No Rain,2013,10,30,81.625,77.83333333333333,0.0
Aotizhongxin,Urban,No Rain,2013,10,31,146.29166666666666,104.79166666666667,0.0
Aotizhongxin,Urban,No Rain,2013,11,1,183.83333333333334,105.66666666666667,0.0
Aotizhongxin,Urban,No Rain,2013,11,2,228.0,111.5,0.0
Aotizhongxin,Urban,No Rain,2013,11,3,49.958333333333336,43.208333333333336,0.0
Aotizhongxin,Urban,No Rain,2013,11,4,36.541666666666664,58.541666666666664,0.0
Aotizhongxin,Urban,No Rain,2013,11,5,166.29166666666666,100.5,0.0
Aotizhongxin,Urban,No Rain,2013,11,6,106.54166666666667,58.25,0.0
Aotizhongxin,Urban,No Rain,2013,11,7,30.854166666666668,47.833333333333336,0.0
Aotizhongxin,Urban,No Rain,2013,11,8,129.625,90.625,0.0
Aotizhongxin,Urban,No Rain,2013,11,9,95.79166666666667,66.95833333333333,0.0
Aotizhongxin,Urban,No Rain,2013,11,10,18.125,27.041666666666668,0.0
Aotizhongxin,Urban,No Rain,2013,11,11,34.5,47.416666666666664,0.0
Aotizhongxin,Urban,No Rain,2013,11,12,60.666666666666664,59.75,0.0
Aotizhongxin,Urban,No Rain,2013,11,13,166.375,98.66666666666667,0.0
Aotizhongxin,Urban,No Rain,2013,11,14,65.375,56.875,0.0
Aotizhongxin,Urban,No Rain,2013,11,15,92.83333333333333,91.0,0.0
Aotizhongxin,Urban,No Rain,2013,11,16,44.541666666666664,33.875,0.0
Aotizhongxin,Urban,No Rain,2013,11,17,10.083333333333334,27.416666666666668,0.0
Aotizhongxin,Urban,No Rain,2013,11,18,9.166666666666666,23.25,0.0
Aotizhongxin,Urban,No Rain,2013,11,19,32.208333333333336,40.291666666666664,0.0
Aotizhongxin,Urban,No Rain,2013,11,20,71.45833333333333,64.04166666666667,0.0
Aotizhongxin,Urban,No Rain,2013,11,21,105.04166666666667,77.16666666666667,0.0
Aotizhongxin,Urban,No Rain,2013,11,22,141.66666666666666,92.16666666666667,0.0
Aotizhongxin,Urban,No Rain,2013,11,23,197.54166666666666,112.04166666666667,0.0
Aotizhongxin,Urban,No Rain,2013,11,24,93.375,52.0,0.0
Aotizhongxin,Urban,No Rain,2013,11,25,13.0,27.125,0.0
Aotizhongxin,Urban,No Rain,2013,11,26,17.333333333333332,24.208333333333332,0.0
Aotizhongxin,Urban,No Rain,2013,11,27,7.5,9.791666666666666,0.0
Aotizhongxin,Urban,No Rain,2013,11,28,18.833333333333332,29.5,0.0
Aotizhongxin,Urban,No Rain,2013,11,29,56.083333333333336,73.79166666666667,0.0
Aotizhongxin,Urban,No Rain,2013,11,30,35.333333333333336,48.041666666666664,0.0
Aotizhongxin,Urban,No Rain,2013,12,1,66.5,73.95833333333333,0.0
Aotizhongxin,Urban,No Rain,2013,12,2,109.45833333333333,84.04166666666667,0.0
Aotizhongxin,Urban,No Rain,2013,12,3,73.58333333333333,62.041666666666664,0.0
Aotizhongxin,Urban,No Rain,2013,12,4,86.25,71.16666666666667,0.0
Aotizhongxin,Urban,No Rain,2013,12,5,38.208333333333336,43.625,0.0
Aotizhongxin,Urban,No Rain,2013,12,6,120.08333333333333,78.66666666666667,0.0
Aotizhongxin,Urban,No Rain,2013,12,7,265.125,103.54166666666667,0.0
Aotizhongxin,Urban,No Rain,2013,12,8,198.54166666666666,76.45833333333333,0.0
Aotizhongxin,Urban,No Rain,2013,12,9,9.5,25.208333333333332,0.0
Aotizhongxin,Urban,No Rain,2013,12,10,18.875,32.833333333333336,0.0
Aotizhongxin,Urban,No Rain,2013,12,11,21.5,40.583333333333336,0.0
Aotizhongxin,Urban,No Rain,2013,12,12,16.708333333333332,30.791666666666668,0.0
Aotizhongxin,Urban,No Rain,2013,12,13,47.375,49.875,0.0
Aotizhongxin,Urban,No Rain,2013,12,14,55.708333333333336,56.583333333333336,0.0
Aotizhongxin,Urban,No Rain,2013,12,15,45.958333333333336,53.625,0.0
Aotizhongxin,Urban,No Rain,2013,12,16,126.41666666666667,78.83333333333333,0.0
Aotizhongxin,Urban,No Rain,2013,12,17,71.95833333333333,50.57335416666667,0.0
Aotizhongxin,Urban,No Rain,2013,12,18,33.166666666666664,38.916666666666664,0.0
Aotizhongxin,Urban,No Rain,2013,12,19,33.416666666666664,49.84988125,0.0
Aotizhongxin,Urban,No Rain,2013,12,20,35.416666666666664,59.916666666666664,0.0
Aotizhongxin,Urban,No Rain,2013,12,21,57.75,68.83333333333333,0.0
Aotizhongxin,Urban,No Rain,2013,12,22,125.20833333333333,95.45833333333333,0.0
Aotizhongxin,Urban,No Rain,2013,12,23,130.29166666666666,97.875,0.0
Aotizhongxin,Urban,No Rain,2013,12,24,219.54166666666666,124.16666666666667,0.0
Aotizhongxin,Urban,No Rain,2013,12,25,180.58333333333334,99.70833333333333,0.0
Aotizhongxin,Urban,No Rain,2013,12,26,9.625,19.166666666666668,0.0
Aotizhongxin,Urban,No Rain,2013,12,27,23.291666666666668,41.959183333333335,0.0
Aotizhongxin,Urban,No Rain,2013,12,28,13.791666666666666,28.05859583333333,0.0
Aotizhongxin,Urban,No Rain,2013,12,29,54.625,88.66666666666667,0.0
Aotizhongxin,Urban,No Rain,2013,12,30,34.125,49.25,0.0
Aotizhongxin,Urban,No Rain,2013,12,31,55.791666666666664,52.541666666666664,0.0
Aotizhongxin,Urban,No Rain,2014,1,1,48.583333333333336,69.5,0.0
Aotizhongxin,Urban,No Rain,2014,1,2,151.70833333333334,93.70833333333333,0.0
Aotizhongxin,Urban,No Rain,2014,1,3,50.5,48.125,0.0
Aotizhongxin,Urban,No Rain,2014,1,4,121.5,78.625,0.0
Aotizhongxin,Urban,No Rain,2014,1,5,90.125,70.70833333333333,0.0
Aotizhongxin,Urban,No Rain,2014,1,6,125.20833333333333,67.10416666666667,0.0
Aotizhongxin,Urban,No Rain,2014,1,7,105.04166666666667,61.125,0.0
Aotizhongxin,Urban,No Rain,2014,1,8,15.208333333333334,20.916666666666668,0.0
Aotizhongxin,Urban,No Rain,2014,1,9,36.0,39.458333333333336,0.0
Aotizhongxin,Urban,No Rain,2014,1,10,60.583333333333336,75.625,0.0
Aotizhongxin,Urban,No Rain,2014,1,11,109.45833333333333,98.91666666666667,0.0
Aotizhongxin,Urban,No Rain,2014,1,12,20.833333333333332,35.0,0.0
Aotizhongxin,Urban,No Rain,2014,1,13,79.25,81.70833333333333,0.0
Aotizhongxin,Urban,No Rain,2014,1,14,87.875,81.08333333333333,0.0
Aotizhongxin,Urban,No Rain,2014,1,15,153.04166666666666,97.0,0.0
Aotizhongxin,Urban,No Rain,2014,1,16,358.0,134.04166666666666,0.0
Aotizhongxin,Urban,No Rain,2014,1,17,124.0,66.04166666666667,0.0
